id	entrezid	symbol
60192	120961760	LOC120961760
60193	120961761	LOC120961761
60194	120961762	LOC120961762
60195	120961763	LOC120961763
60196	120961764	LOC120961764
60197	120961765	LOC120961765
60198	120961766	LOC120961766
60199	120961767	LOC120961767
60200	120961768	LOC120961768
60201	120961769	LOC120961769
60202	120961770	LOC120961770
60203	120961771	LOC120961771
60204	120961772	LOC120961772
60205	120961773	LOC120961773
60206	120961774	LOC120961774
60207	120961775	LOC120961775
60208	120961776	LOC120961776
60209	120961777	LOC120961777
60210	120961778	LOC120961778
60211	120961779	LOC120961779
60212	120961780	LOC120961780
60213	120961781	LOC120961781
60214	120961782	LOC120961782
60215	120961783	LOC120961783
60216	120961784	LOC120961784
60217	120961785	LOC120961785
60218	120961786	LOC120961786
60219	120961787	LOC120961787
60220	120977009	LOC120977009
60221	120977010	LOC120977010
60222	120977011	LOC120977011
60223	120977012	LOC120977012
60224	120977013	LOC120977013
60225	120977014	LOC120977014
60226	120977015	LOC120977015
60227	120977016	LOC120977016
60228	120977017	LOC120977017
60229	120977018	LOC120977018
60230	120977019	LOC120977019
60231	120977020	LOC120977020
60232	120977021	LOC120977021
60233	120977022	LOC120977022
60234	120977023	LOC120977023
60235	120977024	LOC120977024
60236	120977025	LOC120977025
60237	121009626	LOC121009626
60238	121009627	LOC121009627
60239	121009628	LOC121009628
60240	121009629	LOC121009629
60241	121009630	LOC121009630
60242	121009631	LOC121009631
60243	121009632	LOC121009632
60244	121009633	LOC121009633
60245	121009634	LOC121009634
60246	121009635	LOC121009635
60247	121009636	LOC121009636
60248	121009637	LOC121009637
60249	121009638	LOC121009638
60250	121009639	LOC121009639
60251	121009640	LOC121009640
60252	121009641	LOC121009641
60253	121009642	LOC121009642
60254	121009643	LOC121009643
60255	121009644	LOC121009644
60256	121009645	ENTPD4-DT
60257	121009646	CBR4-DT
60258	121009647	CCNO-DT
60259	121009648	TMEM184C-DT
60260	121009649	MAD2L1-DT
60261	121009650	USP38-DT
60262	121009651	LOC121009651
60263	121009652	LOC121009652
60264	121009653	LOC121009653
60265	121009654	LOC121009654
60266	121009655	LOC121009655
60267	121009656	LOC121009656
60268	121009657	LOC121009657
60269	121009658	LOC121009658
60270	121009659	LOC121009659
60271	121009660	LOC121009660
60272	121009661	LOC121009661
60273	121009662	LOC121009662
60274	121009663	LOC121009663
60275	121009664	LOC121009664
60276	121009665	LOC121009665
60277	121009666	LOC121009666
60278	121009667	LOC121009667
60279	121009668	LOC121009668
60280	121009669	LOC121009669
60281	121009670	LOC121009670
60282	121009671	LOC121009671
60283	121009672	LOC121009672
60284	121009673	LOC121009673
60285	121009674	LOC121009674
60286	121009675	LOC121009675
60287	121009676	LOC121009676
60288	121009677	LOC121009677
60289	121009678	LOC121009678
60290	121009679	LOC121009679
60291	121009680	LOC121009680
60292	121009681	LOC121009681
60293	121009682	LOC121009682
60294	121009683	LOC121009683
60295	121009684	LOC121009684
60296	121009685	LOC121009685
60297	121045485	LOC121045485
60298	121045486	LOC121045486
60299	121048709	LOC121048709
60300	121048710	LOC121048710
60301	121048711	LOC121048711
60302	121048712	LOC121048712
60303	121048713	LOC121048713
60304	121048714	LOC121048714
60305	121048715	LOC121048715
60306	121048716	LOC121048716
60307	121048717	LOC121048717
60308	121048718	LOC121048718
60309	121048719	LOC121048719
60310	121048720	LOC121048720
60311	121048721	LOC121048721
60312	121048722	LOC121048722
60313	121048723	LOC121048723
60314	121048724	LOC121048724
60315	121048725	LOC121048725
60316	121048726	LOC121048726
60317	121048727	LOC121048727
60318	121048728	LOC121048728
60319	121048729	LOC121048729
60320	121048730	LOC121048730
60321	121048731	LOC121048731
60322	121048732	LOC121048732
60323	121048733	LOC121048733
60324	121048734	LOC121048734
60325	121048735	LOC121048735
60326	121048736	LOC121048736
60327	121048737	LOC121048737
60328	121048738	LOC121048738
60329	121048739	LOC121048739
60330	121048740	LOC121048740
60331	121048741	LOC121048741
60332	121048742	LOC121048742
60333	121048743	LOC121048743
60334	121048744	LOC121048744
60335	121048745	LOC121048745
60336	121053178	LOC121053178
60337	121053179	LOC121053179
60338	121053180	LOC121053180
60339	121053181	LOC121053181
60340	121053182	LOC121053182
60341	121053183	LOC121053183
60342	121053184	LOC121053184
60343	121053185	LOC121053185
60344	121053186	LOC121053186
60345	121053187	LOC121053187
60346	121053188	LOC121053188
60347	121053189	LOC121053189
60348	121053190	LOC121053190
60349	121053191	LOC121053191
60350	121053192	LOC121053192
60351	121056741	LOC121056741
60352	121056742	LOC121056742
60353	121056743	LOC121056743
60354	121056744	LOC121056744
60355	121056745	LOC121056745
60356	121056746	LOC121056746
60357	121056747	LOC121056747
60358	121056748	LOC121056748
60359	121056749	LOC121056749
60360	121056750	LOC121056750
60361	121056751	LOC121056751
60362	121056752	LOC121056752
60363	121056753	LOC121056753
60364	121056754	LOC121056754
60365	121056755	LOC121056755
60366	121056758	LOC121056758
60367	121056759	LOC121056759
60368	121056760	LOC121056760
60369	121056761	LOC121056761
60370	121056762	LOC121056762
60371	121056763	LOC121056763
60372	121056764	LOC121056764
60373	121056765	LOC121056765
60374	121056766	LOC121056766
60375	121079939	LOC121079939
60376	121079940	LOC121079940
60377	121079941	LOC121079941
60378	121079942	LOC121079942
60379	121079943	LOC121079943
60380	121079944	LOC121079944
60381	121079945	LOC121079945
60382	121079946	LOC121079946
60383	121079947	LOC121079947
60384	121079948	LOC121079948
60385	121079949	LOC121079949
60386	121079950	LOC121079950
60387	121079951	LOC121079951
60388	121079952	LOC121079952
60389	121079953	LOC121079953
60390	121079954	LOC121079954
60391	121079955	LOC121079955
60392	121079956	LOC121079956
60393	121079957	LOC121079957
60394	121079958	LOC121079958
60395	121079959	LOC121079959
60396	121079960	LOC121079960
60397	121079961	LOC121079961
60398	121079962	LOC121079962
60399	121099701	LOC121099701
60400	121099702	LOC121099702
60401	121099703	LOC121099703
60402	121099704	LOC121099704
60403	121099705	LOC121099705
60404	121099706	LOC121099706
60405	121099707	LOC121099707
60406	121099708	LOC121099708
60407	121099709	LOC121099709
60408	121099710	LOC121099710
60409	121099711	LOC121099711
60410	121099712	LOC121099712
60411	121099713	LOC121099713
60412	121099714	LOC121099714
60413	121099715	LOC121099715
60414	121099716	LOC121099716
60415	121099717	LOC121099717
60416	121099718	LOC121099718
60417	121099719	LOC121099719
60418	121099720	LOC121099720
60419	121099721	LOC121099721
60420	121099722	LOC121099722
60421	121099724	LOC121099724
60422	121106426	LOC121106426
60423	121113497	LOC121113497
60424	121113498	LOC121113498
60425	121113499	LOC121113499
60426	121132669	LOC121132669
60427	121132670	LOC121132670
60428	121132671	LOC121132671
60429	121132672	LOC121132672
60430	121132673	LOC121132673
60431	121132674	LOC121132674
60432	121132675	LOC121132675
60433	121132676	LOC121132676
60434	121132677	LOC121132677
60435	121132678	LOC121132678
60436	121132679	LOC121132679
60437	121132680	LOC121132680
60438	121132681	LOC121132681
60439	121132682	LOC121132682
60440	121132683	LOC121132683
60441	121132684	LOC121132684
60442	121132685	LOC121132685
60443	121132686	LOC121132686
60444	121132687	LOC121132687
60445	121132688	LOC121132688
60446	121132689	LOC121132689
60447	121132690	LOC121132690
60448	121132691	LOC121132691
60449	121132692	LOC121132692
60450	121132693	LOC121132693
60451	121132694	LOC121132694
60452	121132695	LOC121132695
60453	121132696	LOC121132696
60454	121132697	LOC121132697
60455	121132698	LOC121132698
60456	121132699	LOC121132699
60457	121132700	LOC121132700
60458	121132701	LOC121132701
60459	121132702	LOC121132702
60460	121132703	LOC121132703
60461	121132704	LOC121132704
60462	121132705	LOC121132705
60463	121132706	LOC121132706
60464	121132707	LOC121132707
60465	121132708	LOC121132708
60466	121132709	LOC121132709
60467	121132710	LOC121132710
60468	121132711	LOC121132711
60469	121132712	LOC121132712
60470	121132713	LOC121132713
60471	121132714	LOC121132714
60472	121132715	LOC121132715
60473	121132716	LOC121132716
60474	121132717	LOC121132717
60475	121132718	LOC121132718
60476	121144497	LOC121144497
60477	121144498	LOC121144498
60478	121144499	LOC121144499
60479	121144500	LOC121144500
60480	121144501	LOC121144501
60481	121144502	LOC121144502
60482	121144503	LOC121144503
60483	121144504	LOC121144504
60484	121175337	LOC121175337
60485	121175338	LOC121175338
60486	121175339	LOC121175339
60487	121175340	LOC121175340
60488	121175341	LOC121175341
60489	121175342	LOC121175342
60490	121175343	LOC121175343
60491	121175344	LOC121175344
60492	121175345	LOC121175345
60493	121175346	LOC121175346
60494	121175347	LOC121175347
60495	121175348	LOC121175348
60496	121175349	LOC121175349
60497	121175350	LOC121175350
60498	121175351	LOC121175351
60499	121175352	LOC121175352
60500	121175353	LOC121175353
60501	121175354	LOC121175354
60502	121175355	LOC121175355
60503	121175356	LOC121175356
60504	121175357	LOC121175357
60505	121175358	LOC121175358
60506	121175359	LOC121175359
60507	121175360	LOC121175360
60508	121175361	LOC121175361
60509	121175362	LOC121175362
60510	121175363	LOC121175363
60511	121175364	LOC121175364
60512	121175365	LOC121175365
60513	121175366	LOC121175366
60514	121175367	LOC121175367
60515	121175368	LOC121175368
60516	121175369	LOC121175369
60517	121175370	LOC121175370
60518	121175371	LOC121175371
60519	121201614	LOC121201614
60520	121201615	LOC121201615
60521	121201616	LOC121201616
60522	121201617	LOC121201617
60523	121201618	LOC121201618
60524	121201619	LOC121201619
60525	121201620	LOC121201620
60526	121201621	LOC121201621
60527	121232368	ANKHD1-DT
60528	121232369	TRIM8-DT
60529	121232370	FAM151B-DT
60530	121232371	FAM174A-DT
60531	121232372	ITGA2-AS1
60532	121232373	MYOZ3-AS1
60533	121232374	PDLIM7-AS1
60534	121232375	MED28-DT
60535	121232376	LINC02916
60536	121232377	TNPO1-DT
60537	121233923	PRKCH-AS1
60538	121233924	TACR3-AS1
60539	121233925	SLCO5A1-AS1
60540	121233926	CTTN-DT
60541	121268919	LOC121268919
60542	121268920	LOC121268920
60543	121268921	LOC121268921
60544	121294073	LOC121294073
60545	121294074	LOC121294074
60546	121294075	LOC121294075
60547	121294076	LOC121294076
60548	121331295	LOC121331295
60549	121331296	LOC121331296
60550	121331297	LOC121331297
60551	121331298	LOC121331298
60552	121331299	LOC121331299
60553	121331300	LOC121331300
60554	121331301	LOC121331301
60555	121331302	LOC121331302
60556	121331303	LOC121331303
60557	121331304	LOC121331304
60558	121331305	LOC121331305
60559	121331306	LOC121331306
60560	121331307	LOC121331307
60561	121331308	LOC121331308
60562	121331309	LOC121331309
60563	121331310	LOC121331310
60564	121331311	LOC121331311
60565	121331312	LOC121331312
60566	121331313	LOC121331313
60567	121331314	LOC121331314
60568	121331315	LOC121331315
60569	121331316	LOC121331316
60570	121331317	LOC121331317
60571	121331318	LOC121331318
60572	121331319	LOC121331319
60573	121331320	LOC121331320
60574	121331321	LOC121331321
60575	121331322	LOC121331322
60576	121331323	LOC121331323
60577	121331324	LOC121331324
60578	121331325	LOC121331325
60579	121331326	LOC121331326
60580	121331327	LOC121331327
60581	121331328	LOC121331328
60582	121331329	LOC121331329
60583	121331330	LOC121331330
60584	121331331	LOC121331331
60585	121331332	LOC121331332
60586	121331333	LOC121331333
60587	121331334	LOC121331334
60588	121331335	LOC121331335
60589	121331336	LOC121331336
60590	121331337	LOC121331337
60591	121331338	LOC121331338
60592	121331339	LOC121331339
60593	121331340	LOC121331340
60594	121331341	LOC121331341
60595	121331342	LOC121331342
60596	121331343	LOC121331343
60597	121331344	LOC121331344
60598	121331345	LOC121331345
60599	121366020	LOC121366020
60600	121366021	LOC121366021
60601	121366022	LOC121366022
60602	121366023	LOC121366023
60603	121366024	LOC121366024
60604	121366025	LOC121366025
60605	121366026	LOC121366026
60606	121366027	LOC121366027
60607	121366028	LOC121366028
60608	121366029	LOC121366029
60609	121366030	LOC121366030
60610	121366031	LOC121366031
60611	121366032	LOC121366032
60612	121366033	LOC121366033
60613	121366034	LOC121366034
60614	121366035	LOC121366035
60615	121366036	LOC121366036
60616	121366037	LOC121366037
60617	121366038	LOC121366038
60618	121366039	LOC121366039
60619	121366040	LOC121366040
60620	121366041	LOC121366041
60621	121366042	LOC121366042
60622	121366043	LOC121366043
60623	121366044	LOC121366044
60624	121366045	LOC121366045
60625	121366046	LOC121366046
60626	121366047	LOC121366047
60627	121366048	LOC121366048
60628	121366049	LOC121366049
60629	121366050	LOC121366050
60630	121366051	LOC121366051
60631	121366052	LOC121366052
60632	121366053	LOC121366053
60633	121366054	LOC121366054
60634	121366055	LOC121366055
60635	121366056	LOC121366056
60636	121366057	LOC121366057
60637	121366058	LOC121366058
60638	121366059	LOC121366059
60639	121366060	LOC121366060
60640	121366061	LOC121366061
60641	121366062	LOC121366062
60642	121366063	LOC121366063
60643	121366064	LOC121366064
60644	121366065	LOC121366065
60645	121366066	LOC121366066
60646	121366067	LOC121366067
60647	121366068	LOC121366068
60648	121366069	LOC121366069
60649	121366070	LOC121366070
60650	121366071	LOC121366071
60651	121366072	LOC121366072
60652	121366073	LOC121366073
60653	121366074	LOC121366074
60654	121366075	LOC121366075
60655	121366076	LOC121366076
60656	121366077	LOC121366077
60657	121366078	LOC121366078
60658	121366079	LOC121366079
60659	121366080	LOC121366080
60660	121366081	LOC121366081
60661	121366082	LOC121366082
60662	121366083	LOC121366083
60663	121366084	LOC121366084
60664	121366085	LOC121366085
60665	121366086	LOC121366086
60666	121366087	LOC121366087
60667	121366088	LOC121366088
60668	121366089	LOC121366089
60669	121366090	LOC121366090
60670	121366091	LOC121366091
60671	121366092	LOC121366092
60672	121366093	LOC121366093
60673	121392887	LOC121392887
60674	121392888	LOC121392888
60675	121392889	LOC121392889
60676	121392890	LOC121392890
60677	121392891	LOC121392891
60678	121392892	LOC121392892
60679	121392893	LOC121392893
60680	121392907	LOC121392907
60681	121392908	LOC121392908
60682	121392909	LOC121392909
60683	121392910	LOC121392910
60684	121392911	LOC121392911
60685	121392912	LOC121392912
60686	121392913	LOC121392913
60687	121392914	LOC121392914
60688	121392915	LOC121392915
60689	121392916	LOC121392916
60690	121392917	LOC121392917
60691	121392918	LOC121392918
60692	121392919	LOC121392919
60693	121392920	LOC121392920
60694	121392921	LOC121392921
60695	121392922	LOC121392922
60696	121392923	LOC121392923
60697	121392924	LOC121392924
60698	121392925	LOC121392925
60699	121392926	LOC121392926
60700	121392927	LOC121392927
60701	121392928	LOC121392928
60702	121392929	LOC121392929
60703	121392930	LOC121392930
60704	121392931	LOC121392931
60705	121392932	LOC121392932
60706	121392933	LOC121392933
60707	121392934	LOC121392934
60708	121392935	LOC121392935
60709	121392936	LOC121392936
60710	121392937	LOC121392937
60711	121392938	LOC121392938
60712	121392939	LOC121392939
60713	121392940	LOC121392940
60714	121392941	LOC121392941
60715	121392942	LOC121392942
60716	121392943	LOC121392943
60717	121392944	LOC121392944
60718	121392945	LOC121392945
60719	121392946	LOC121392946
60720	121392947	LOC121392947
60721	121392948	LOC121392948
60722	121392949	LOC121392949
60723	121392950	LOC121392950
60724	121392951	LOC121392951
60725	121392952	LOC121392952
60726	121392953	LOC121392953
60727	121392954	LOC121392954
60728	121392955	LOC121392955
60729	121392956	LOC121392956
60730	121403743	LOC121403743
60731	121403744	LOC121403744
60732	121466689	LOC121466689
60733	121466690	LOC121466690
60734	121466691	LOC121466691
60735	121466692	LOC121466692
60736	121466693	LOC121466693
60737	121466694	LOC121466694
60738	121466695	LOC121466695
60739	121466696	LOC121466696
60740	121466697	LOC121466697
60741	121466698	LOC121466698
60742	121466699	LOC121466699
60743	121466700	LOC121466700
60744	121466701	LOC121466701
60745	121466702	LOC121466702
60746	121466703	LOC121466703
60747	121466704	LOC121466704
60748	121466705	LOC121466705
60749	121466706	LOC121466706
60750	121466707	LOC121466707
60751	121466708	LOC121466708
60752	121466709	LOC121466709
60753	121466710	LOC121466710
60754	121466711	LOC121466711
60755	121466712	LOC121466712
60756	121466713	LOC121466713
60757	121466714	LOC121466714
60758	121466715	LOC121466715
60759	121466716	LOC121466716
60760	121466717	LOC121466717
60761	121466718	LOC121466718
60762	121466719	LOC121466719
60763	121466720	LOC121466720
60764	121466721	LOC121466721
60765	121466722	LOC121466722
60766	121466723	LOC121466723
60767	121466724	LOC121466724
60768	121466725	LOC121466725
60769	121466726	LOC121466726
60770	121466727	LOC121466727
60771	121466728	LOC121466728
60772	121466729	LOC121466729
60773	121466730	LOC121466730
60774	121466731	LOC121466731
60775	121466732	LOC121466732
60776	121466733	LOC121466733
60777	121468000	LOC121468000
60778	121468001	LOC121468001
60779	121468002	LOC121468002
60780	121468003	LOC121468003
60781	121468004	LOC121468004
60782	121468005	LOC121468005
60783	121468006	LOC121468006
60784	121468007	LOC121468007
60785	121468008	LOC121468008
60786	121468009	LOC121468009
60787	121468010	LOC121468010
60788	121468011	LOC121468011
60789	121468012	LOC121468012
60790	121468013	LOC121468013
60791	121468014	LOC121468014
60792	121468015	LOC121468015
60793	121468016	LOC121468016
60794	121529649	LOC121529649
60795	121529650	LOC121529650
60796	121529651	LOC121529651
60797	121529652	LOC121529652
60798	121529653	LOC121529653
60799	121529654	LOC121529654
60800	121529655	LOC121529655
60801	121529656	LOC121529656
60802	121529657	LOC121529657
60803	121529658	LOC121529658
60804	121529659	LOC121529659
60805	121529660	LOC121529660
60806	121530575	LOC121530575
60807	121530576	LOC121530576
60808	121530577	LOC121530577
60809	121530578	LOC121530578
60810	121530579	LOC121530579
60811	121530580	LOC121530580
60812	121530581	LOC121530581
60813	121530582	LOC121530582
60814	121530583	LOC121530583
60815	121530584	LOC121530584
60816	121530585	LOC121530585
60817	121530586	LOC121530586
60818	121530587	LOC121530587
60819	121530588	LOC121530588
60820	121530589	LOC121530589
60821	121530590	LOC121530590
60822	121530591	LOC121530591
60823	121530592	LOC121530592
60824	121530593	LOC121530593
60825	121530594	LOC121530594
60826	121530595	LOC121530595
60827	121530596	LOC121530596
60828	121530597	LOC121530597
60829	121530598	LOC121530598
60830	121530599	LOC121530599
60831	121530600	LOC121530600
60832	121530601	LOC121530601
60833	121530602	LOC121530602
60834	121530603	LOC121530603
60835	121530604	LOC121530604
60836	121530605	LOC121530605
60837	121530606	LOC121530606
60838	121530607	LOC121530607
60839	121530608	LOC121530608
60840	121530609	LOC121530609
60841	121530610	LOC121530610
60842	121530611	LOC121530611
60843	121530612	LOC121530612
60844	121530613	LOC121530613
60845	121530614	LOC121530614
60846	121530615	LOC121530615
60847	121530616	LOC121530616
60848	121530617	LOC121530617
60849	121530618	LOC121530618
60850	121530619	LOC121530619
60851	121587532	LOC121587532
60852	121587533	LOC121587533
60853	121587534	LOC121587534
60854	121587535	LOC121587535
60855	121587536	LOC121587536
60856	121587537	LOC121587537
60857	121587538	LOC121587538
60858	121587539	LOC121587539
60859	121587540	LOC121587540
60860	121587541	LOC121587541
60861	121587542	LOC121587542
60862	121587543	LOC121587543
60863	121587544	LOC121587544
60864	121587545	LOC121587545
60865	121587546	LOC121587546
60866	121587547	LOC121587547
60867	121587548	LOC121587548
60868	121587549	LOC121587549
60869	121587550	LOC121587550
60870	121587551	LOC121587551
60871	121587552	LOC121587552
60872	121587553	LOC121587553
60873	121587554	LOC121587554
60874	121587555	LOC121587555
60875	121587556	LOC121587556
60876	121587557	LOC121587557
60877	121587558	LOC121587558
60878	121587559	LOC121587559
60879	121587560	LOC121587560
60880	121587561	LOC121587561
60881	121587562	LOC121587562
60882	121587563	LOC121587563
60883	121587564	LOC121587564
60884	121587565	LOC121587565
60885	121587566	LOC121587566
60886	121587567	LOC121587567
60887	121587568	LOC121587568
60888	121587569	LOC121587569
60889	121587570	LOC121587570
60890	121587571	LOC121587571
60891	121587572	LOC121587572
60892	121587573	LOC121587573
60893	121587574	LOC121587574
60894	121587575	LOC121587575
60895	121587576	LOC121587576
60896	121587577	LOC121587577
60897	121587578	LOC121587578
60898	121587579	LOC121587579
60899	121587580	LOC121587580
60900	121587581	LOC121587581
60901	121587582	LOC121587582
60902	121587583	LOC121587583
60903	121587584	LOC121587584
60904	121587585	LOC121587585
60905	121587586	LOC121587586
60906	121587587	LOC121587587
60907	121587588	LOC121587588
60908	121587589	LOC121587589
60909	121587590	LOC121587590
60910	121587591	LOC121587591
60911	121587592	LOC121587592
60912	121587593	LOC121587593
60913	121587594	LOC121587594
60914	121587595	LOC121587595
60915	121587596	LOC121587596
60916	121587597	LOC121587597
60917	121587598	LOC121587598
60918	121587599	LOC121587599
60919	121587600	LOC121587600
60920	121587601	LOC121587601
60921	121587602	LOC121587602
60922	121587603	LOC121587603
60923	121587604	LOC121587604
60924	121587605	LOC121587605
60925	121603768	LOC121603768
60926	121603769	LOC121603769
60927	121603770	LOC121603770
60928	121603771	LOC121603771
60929	121603772	LOC121603772
60930	121603773	LOC121603773
60931	121627807	LOC121627807
60932	121627808	LOC121627808
60933	121627809	LOC121627809
60934	121627810	LOC121627810
60935	121627811	LOC121627811
60936	121627812	LOC121627812
60937	121627813	LOC121627813
60938	121627814	LOC121627814
60939	121627815	LOC121627815
60940	121627816	LOC121627816
60941	121627817	LOC121627817
60942	121627818	LOC121627818
60943	121627819	LOC121627819
60944	121627820	LOC121627820
60945	121627821	LOC121627821
60946	121627822	LOC121627822
60947	121627823	LOC121627823
60948	121627824	LOC121627824
60949	121627825	LOC121627825
60950	121627826	LOC121627826
60951	121627827	LOC121627827
60952	121627828	LOC121627828
60953	121627829	LOC121627829
60954	121627830	LOC121627830
60955	121627831	LOC121627831
60956	121627832	LOC121627832
60957	121627833	LOC121627833
60958	121627834	LOC121627834
60959	121627835	LOC121627835
60960	121627836	LOC121627836
60961	121627838	LOC121627838
60962	121627839	LOC121627839
60963	121627840	LOC121627840
60964	121627841	LOC121627841
60965	121627842	LOC121627842
60966	121627843	LOC121627843
60967	121627844	LOC121627844
60968	121627845	LOC121627845
60969	121627846	LOC121627846
60970	121627847	LOC121627847
60971	121627848	LOC121627848
60972	121627849	LOC121627849
60973	121627850	LOC121627850
60974	121627851	LOC121627851
60975	121627852	LOC121627852
60976	121627853	LOC121627853
60977	121627854	LOC121627854
60978	121627855	LOC121627855
60979	121627856	LOC121627856
60980	121627857	LOC121627857
60981	121627858	LOC121627858
60982	121627859	LOC121627859
60983	121627860	LOC121627860
60984	121627861	LOC121627861
60985	121627862	LOC121627862
60986	121627863	LOC121627863
60987	121627864	LOC121627864
60988	121627865	LOC121627865
60989	121627866	LOC121627866
60990	121627867	LOC121627867
60991	121627868	LOC121627868
60992	121627869	LOC121627869
60993	121627870	LOC121627870
60994	121627871	LOC121627871
60995	121627872	LOC121627872
60996	121627873	LOC121627873
60997	121627874	LOC121627874
60998	121627875	LOC121627875
60999	121627876	LOC121627876
61000	121627877	LOC121627877
61001	121627878	LOC121627878
61002	121627879	LOC121627879
61003	121627880	LOC121627880
61004	121627881	LOC121627881
61005	121627882	LOC121627882
61006	121627883	LOC121627883
61007	121627884	LOC121627884
61008	121627885	LOC121627885
61009	121627886	LOC121627886
61010	121627887	LOC121627887
61011	121627888	LOC121627888
61012	121627889	LOC121627889
61013	121627890	LOC121627890
61014	121627891	LOC121627891
61015	121627892	LOC121627892
61016	121627893	LOC121627893
61017	121627894	LOC121627894
61018	121627895	LOC121627895
61019	121627896	LOC121627896
61020	121627897	LOC121627897
61021	121627898	LOC121627898
61022	121627899	LOC121627899
61023	121627900	LOC121627900
61024	121627901	LOC121627901
61025	121627902	LOC121627902
61026	121627903	LOC121627903
61027	121627904	LOC121627904
61028	121627905	LOC121627905
61029	121627906	LOC121627906
61030	121627907	LOC121627907
61031	121627908	LOC121627908
61032	121627909	LOC121627909
61033	121627910	LOC121627910
61034	121627911	LOC121627911
61035	121627912	LOC121627912
61036	121627913	LOC121627913
61037	121627914	LOC121627914
61038	121627915	LOC121627915
61039	121627916	LOC121627916
61040	121627918	LOC121627918
61041	121627919	LOC121627919
61042	121627920	LOC121627920
61043	121627921	LOC121627921
61044	121627922	LOC121627922
61045	121627923	LOC121627923
61046	121627924	LOC121627924
61047	121627925	LOC121627925
61048	121627926	LOC121627926
61049	121627927	LOC121627927
61050	121627928	LOC121627928
61051	121627929	LOC121627929
61052	121627930	LOC121627930
61053	121627931	LOC121627931
61054	121627932	LOC121627932
61055	121627933	LOC121627933
61056	121627934	LOC121627934
61057	121627935	LOC121627935
61058	121627936	LOC121627936
61059	121627937	LOC121627937
61060	121627938	LOC121627938
61061	121627939	LOC121627939
61062	121627940	LOC121627940
61063	121627941	LOC121627941
61064	121627942	LOC121627942
61065	121627943	LOC121627943
61066	121627944	LOC121627944
61067	121627945	LOC121627945
61068	121627946	LOC121627946
61069	121627947	LOC121627947
61070	121627948	LOC121627948
61071	121627949	LOC121627949
61072	121627950	LOC121627950
61073	121627951	LOC121627951
61074	121627952	LOC121627952
61075	121627953	LOC121627953
61076	121627954	LOC121627954
61077	121627955	LOC121627955
61078	121627956	LOC121627956
61079	121627957	LOC121627957
61080	121627958	LOC121627958
61081	121627959	LOC121627959
61082	121627960	LOC121627960
61083	121627961	LOC121627961
61084	121627962	LOC121627962
61085	121627963	LOC121627963
61086	121627964	LOC121627964
61087	121627965	LOC121627965
61088	121627966	LOC121627966
61089	121627967	LOC121627967
61090	121627968	LOC121627968
61091	121627969	LOC121627969
61092	121627970	LOC121627970
61093	121627971	LOC121627971
61094	121627972	LOC121627972
61095	121627973	LOC121627973
61096	121627974	LOC121627974
61097	121627975	LOC121627975
61098	121627976	LOC121627976
61099	121627977	LOC121627977
61100	121627978	LOC121627978
61101	121627979	LOC121627979
61102	121627980	LOC121627980
61103	121627981	LOC121627981
61104	121627982	LOC121627982
61105	121627983	LOC121627983
61106	121627985	LOC121627985
61107	121627986	LOC121627986
61108	121676924	LOC121676924
61109	121676925	ZBED9-AS1
61110	121676926	TTBK2-AS1
61111	121676927	DEPTOR-AS1
61112	121676928	EOGT-DT
61113	121677382	LOC121677382
61114	121677383	LOC121677383
61115	121677384	LOC121677384
61116	121677385	LOC121677385
61117	121677386	LOC121677386
61118	121677387	LOC121677387
61119	121725003	LOC121725003
61120	121725004	LOC121725004
61121	121725005	LOC121725005
61122	121725006	LOC121725006
61123	121725007	LOC121725007
61124	121725008	LOC121725008
61125	121725009	LOC121725009
61126	121725010	LOC121725010
61127	121725011	LOC121725011
61128	121725012	LOC121725012
61129	121725013	LOC121725013
61130	121725014	LOC121725014
61131	121725015	LOC121725015
61132	121725016	LOC121725016
61133	121725017	LOC121725017
61134	121725018	LOC121725018
61135	121725019	LOC121725019
61136	121725020	LOC121725020
61137	121725021	LOC121725021
61138	121725022	LOC121725022
61139	121725023	LOC121725023
61140	121725024	LOC121725024
61141	121725025	LOC121725025
61142	121725026	LOC121725026
61143	121725027	LOC121725027
61144	121725028	LOC121725028
61145	121725029	LOC121725029
61146	121725030	LOC121725030
61147	121725031	LOC121725031
61148	121725032	LOC121725032
61149	121725033	LOC121725033
61150	121725034	LOC121725034
61151	121725035	LOC121725035
61152	121725036	LOC121725036
61153	121725037	LOC121725037
61154	121725038	LOC121725038
61155	121725039	LOC121725039
61156	121725040	LOC121725040
61157	121725041	LOC121725041
61158	121725042	LOC121725042
61159	121725043	LOC121725043
61160	121725044	LOC121725044
61161	121725045	LOC121725045
61162	121725046	LOC121725046
61163	121725047	LOC121725047
61164	121725048	LOC121725048
61165	121725049	LOC121725049
61166	121725050	LOC121725050
61167	121725051	LOC121725051
61168	121725052	LOC121725052
61169	121725053	LOC121725053
61170	121725054	LOC121725054
61171	121725055	LOC121725055
61172	121725056	LOC121725056
61173	121725057	TMEM217B
61174	121725058	LOC121725058
61175	121725059	LOC121725059
61176	121725060	LOC121725060
61177	121725061	LOC121725061
61178	121725062	LOC121725062
61179	121725063	LOC121725063
61180	121725064	LOC121725064
61181	121725065	LOC121725065
61182	121725066	LOC121725066
61183	121725067	LOC121725067
61184	121725068	LOC121725068
61185	121725069	LOC121725069
61186	121725070	LOC121725070
