entrezid,degree
2878,1
2879,7
2944,7
5169,4
5194,8
5799,7
6506,6
6578,1
8581,4
9220,5
9312,5
9840,3
9963,16
10216,2
10251,6
10782,6
23001,28
25758,2
25924,6
26275,5
27036,5
30811,5
50810,4
51085,5
51596,12
54058,4
54754,3
54923,4
56666,1
57007,3
57569,4
79000,2
79949,2
80317,2
81025,2
90134,1
94015,4
94134,6
118471,3
122809,15
150946,1
155368,5
163154,3
259215,2
282890,2
282974,6
283377,1
387357,9
441400,2
644150,4
160518,4
10841,4
4644,28
5978,32
392862,2
6898,4
2900,3
5332,3
55450,1
79874,20
729857,5
2921,2
2925,1
3458,7
4017,4
4241,6
285761,3
2926,15
2928,1
84626,3
3010,3
4041,14
4610,3
7855,17
7957,17
9704,8
10974,2
11215,18
26166,1
55544,5
57662,18
80150,5
84223,2
93109,1
121340,2
342357,1
4951,6
79096,15
2939,2
6482,1
2941,8
130813,2
2946,5
2949,6
2953,2
2958,13
387332,6
3155,8
9697,6
23658,21
55074,7
89870,15
58190,9
7862,10
10587,9
25938,4
5396,5
2978,2
2979,2
2986,4
2980,1
2984,4
2981,1
2982,6
2987,4
2993,4
2994,2
2998,5
3067,2
5890,11
4940,16
402569,1
3012,1
9013,18
23774,13
51060,11
115752,19
8369,2
55870,6
64925,4
79758,1
3021,5
9692,4
23483,6
285362,3
10061,21
6821,3
26521,9
3034,2
3037,3
3038,2
3046,4
23293,9
54332,6
3049,2
317671,1
54790,11
64342,5
3060,6
3062,2
10886,3
4345,3
4045,6
4102,5
4285,6
4725,46
4978,5
6529,2
8799,5
9938,2
23515,16
25763,5
25766,4
29062,6
55219,9
55735,22
84691,1
90693,1
112755,8
116211,4
127833,9
170626,3
171392,6
257194,6
3950,4
4821,3
5017,4
5151,10
5947,17
7227,15
8839,5
9429,5
9541,16
9658,5
10471,29
10793,6
29098,6
50514,2
51088,7
54531,3
54825,7
57597,6
58160,6
79056,7
79685,11
114799,9
114825,2
147040,3
157570,17
166968,3
205327,7
333929,2
388272,3
100271849,14
101243544,2
8082,2
8187,6
54956,11
80320,2
84525,10
92283,5
162239,4
168400,2
5442,21
10171,11
55174,24
79034,6
81556,25
3071,4
26091,19
3934,6
6692,5
6759,4
10168,9
25950,6
65065,10
84779,4
112483,8
256586,7
391104,3
23087,13
54941,19
64844,9
129868,13
100506742,9
4814,4
8897,6
10247,23
55365,4
3097,11
27306,6
55668,25
135927,1
3812,1
80303,7
92305,6
3813,2
3824,8
11231,22
83955,2
3803,6
3806,2
3809,1
100132285,2
3111,3
27087,4
8818,9
3110,1
3120,1
50835,1
3821,6
3140,1
53904,9
140609,5
3237,2
54345,4
63974,2
83937,6
5453,3
4624,19
58475,2
29914,5
23654,16
81533,10
140612,7
5349,8
23129,7
23148,11
54467,4
55160,4
84547,9
163033,12
3167,2
84640,9
9079,8
92667,4
3975,5
145258,4
29982,22
51102,7
100132074,1
3177,3
9582,11
23304,20
26024,9
54843,10
55691,3
56341,18
57636,5
286205,4
6170,3
23532,37
27341,28
55788,2
5192,16
6894,10
9159,8
10347,5
10998,2
22880,11
26229,4
50640,9
51246,6
54887,15
57335,8
83943,1
89845,2
90459,6
92483,7
114787,4
128308,29
317781,12
5510,23
115509,6
5514,26
56122,5
126375,13
201181,7
441150,5
441208,6
7702,6
3508,4
5456,6
9652,13
23029,14
23173,5
26995,4
28974,2
51258,23
51650,7
54914,7
60678,8
64318,10
64897,3
138716,12
339230,8
100528030,1
3196,9
3664,9
91392,4
9363,8
10443,7
64093,7
199834,23
353132,22
353145,19
386684,9
440023,26
653240,15
100132476,11
3199,4
3203,1
3204,6
6617,13
267004,1
3208,5
3209,9
56917,1
120227,1
3218,4
6665,3
10745,1
3222,1
3231,1
201798,1
9214,3
51279,3
114898,5
120114,2
3257,3
89781,2
5920,14
10125,6
51196,8
115727,2
221527,2
266747,4
3266,4
57624,3
3569,6
3270,1
3274,1
6911,5
9205,4
10290,3
22832,34
57822,7
78995,5
149603,8
149840,2
171482,5
266553,4
3281,21
3292,2
51278,8
11077,6
23639,2
26261,10
51270,11
80119,1
135458,9
78986,3
9132,7
5611,12
83932,36
161582,9
63979,9
79091,18
92259,4
7306,6
23746,9
84759,26
90353,5
92689,18
6440,16
27069,6
29104,4
57718,4
63982,6
125150,8
66002,2
203054,4
26098,5
728489,1
5168,2
6305,10
8872,7
10398,20
11136,5
11149,2
23015,2
54780,15
54936,4
55276,8
56311,2
57623,3
84131,7
84133,7
84457,2
84614,3
87178,20
90416,2
92558,1
116988,4
119016,2
121355,2
122258,1
129852,4
144406,2
152110,7
161142,1
342979,1
347517,3
353142,1
414059,1
645432,1
729092,1
8988,20
3645,5
3742,2
3755,4
3790,3
4293,6
5613,12
7075,17
7625,6
9886,7
10107,12
10113,16
23220,5
25943,3
26548,22
51127,23
51725,3
55008,7
55030,12
55295,12
55336,6
55351,2
55632,6
55709,6
60314,24
63951,4
79786,6
79798,3
80311,13
83942,6
85481,4
89857,6
90293,22
91464,3
96459,14
114818,5
115290,10
127544,9
130872,4
131890,6
142684,3
257240,5
317719,5
340156,4
340359,31
375593,2
386617,2
389840,5
3321,2
7762,2
7936,16
26267,2
57172,3
80216,1
283933,3
7096,11
9258,5
80139,5
388646,12
64856,3
3340,3
727897,4
3347,1
3351,7
3354,3
9177,1
170572,1
200909,1
144715,7
3375,11
5126,5
3683,17
4621,13
80270,12
441502,5
3384,7
3681,3
3386,10
4594,5
10157,4
22868,9
27440,4
51106,12
54948,22
55217,11
56997,14
57038,6
57176,9
64745,17
64963,14
64975,34
64983,31
79675,3
79736,7
79863,6
79896,4
83733,3
83858,28
118487,1
160428,3
285367,9
326625,3
7264,16
3425,1
3430,7
4674,4
439996,2
206338,1
3440,2
3448,1
3456,6
56300,2
56832,2
79660,6
79921,19
26472,9
29085,12
94025,6
3483,4
3485,6
3489,4
3490,16
9365,1
151295,1
342574,6
54760,2
57515,14
65260,15
56547,3
60676,5
3491,9
3494,3
3495,4
3537,4
3501,1
3502,1
3503,1
29802,2
4825,1
4855,20
51091,4
55100,8
65986,20
3535,3
57610,17
3549,6
64399,4
7737,12
91603,14
151613,13
51126,11
83696,16
3556,23
7850,5
81858,22
64172,2
3557,4
84639,1
158326,2
50615,6
3581,9
3596,6
51752,6
3976,2
133396,5
64109,4
6372,4
3578,1
3588,15
50616,6
58985,8
163702,6
282616,2
282617,2
282618,2
3589,2
3590,3
3593,8
3594,9
3595,7
51561,8
149233,8
55116,3
3750,2
3772,3
3604,9
7293,8
8744,7
122769,23
23765,8
8808,1
10068,1
55683,4
90665,4
57409,15
84084,2
118980,13
728116,6
8611,6
23567,13
56947,4
81490,5
169714,12
6507,9
7705,6
7755,12
10631,2
10715,4
10962,5
22835,2
23354,28
23378,7
55795,9
60493,17
79934,2
80305,4
80895,14
81706,9
124454,2
137970,1
163049,2
285605,2
360227,4
100131827,3
79363,5
3617,1
94121,16
3632,4
11006,3
171425,3
26499,4
22937,13
3640,1
122042,4
5167,2
55286,3
3652,5
7100,10
134728,4
5877,18
85463,1
84191,3
9907,5
51661,9
51513,7
54796,3
27143,7
55006,5
57531,12
3669,1
8022,8
55825,2
64843,6
89884,12
118472,1
170463,8
10863,1
23274,3
92815,9
389898,3
27329,4
11082,2
3696,4
10085,3
8515,1
22801,2
8875,1
23705,11
54969,5
57684,10
65991,17
116983,5
728833,3
54856,5
55142,32
81618,8
100128731,4
5141,11
7223,17
7224,21
10335,3
55024,5
85450,5
7226,3
57113,4
3712,5
9466,7
53832,11
53833,6
347240,7
4352,11
388585,3
4258,2
4524,2
4700,46
5631,28
6433,5
8731,14
9147,4
9681,2
11018,10
22894,31
23160,11
23198,23
25940,15
26263,11
51260,4
51297,5
51379,15
54555,5
54584,4
54867,11
55218,2
55251,10
55341,7
55572,4
57106,4
57380,3
57647,15
64794,11
79029,10
79033,7
79050,29
79642,5
80218,10
81889,6
84245,10
84340,8
121549,3
131870,3
140679,1
151963,14
164022,2
200205,5
221154,2
283489,24
317705,2
338699,3
389206,1
494115,7
554235,1
644041,1
152687,2
374928,3
26047,10
56901,14
3744,1
26251,1
27012,2
93107,3
169522,3
170850,7
3747,1
3748,2
3749,4
8912,9
9771,8
3754,5
27133,2
84920,3
144245,2
3764,6
3773,3
3769,2
3788,1
283459,4
3933,7
56956,5
23247,4
27109,9
54596,12
124565,3
7568,22
7733,4
90121,9
130026,1
3808,1
7305,19
4325,2
10893,1
84634,4
3816,3
3820,2
29121,1
3823,2
339403,2
23080,8
54629,2
79608,2
84858,3
93233,9
7745,3
51559,4
3834,1
283209,4
8086,11
29796,12
79023,13
118881,3
129685,22
3913,12
9637,20
51155,7
83547,14
80830,5
115584,1
339745,1
51719,17
359787,1
4338,10
5924,6
6691,5
10781,11
10874,4
23005,31
29797,10
55337,35
58191,12
59277,3
63027,5
79038,24
114971,20
353139,14
353144,16
399947,9
414157,8
83548,20
5138,5
113146,7
54474,32
112802,15
11067,6
23237,3
85359,12
90060,18
144501,7
164127,11
81831,10
7620,2
9075,10
10417,1
51296,8
54438,10
55080,5
55150,3
79022,3
79583,4
79622,11
79794,3
91289,8
116835,3
148266,4
153733,10
196477,7
222255,6
284338,2
285679,6
375307,11
440184,4
3902,2
3904,2
23325,23
127002,5
11017,9
6518,2
23627,1
80323,3
123624,1
5619,2
55716,6
9989,23
29116,20
10683,6
56241,2
3982,1
22914,11
29071,6
100507436,4
27180,2
54929,12
57124,2
84926,5
10630,2
83539,1
5379,4
7053,17
7840,19
51023,2
54838,3
57414,8
80127,2
90637,4
91582,13
126299,5
283871,4
408050,6
51750,12
56999,1
90338,6
116039,2
64788,4
5346,3
6770,6
57480,15
286075,7
50999,4
9816,9
90523,1
201294,7
221496,9
23140,17
4066,11
4107,8
4329,3
112752,3
130162,3
23158,11
79947,4
338328,1
4025,1
4029,3
4033,3
4324,4
4326,4
6328,3
6550,12
4037,2
25861,7
50964,3
4864,12
8325,9
27123,1
59274,1
65981,4
79412,3
83999,2
26059,17
4050,6
7369,2
4051,1
55600,4
4064,2
26000,8
55253,2
64072,3
84705,13
84765,1
85413,1
90527,1
127255,3
130271,3
139065,1
163259,1
246777,1
252842,4
257144,3
285440,3
285671,3
348801,1
388325,1
114836,6
57097,8
4081,1
5980,11
7554,9
9091,7
27314,5
51686,11
55140,18
57496,11
90987,6
201516,2
375449,2
4881,12
7592,6
27018,32
55223,6
57556,9
63976,7
79098,3
79192,1
145483,1
5190,9
10610,1
23143,10
26525,8
55088,5
55146,1
55769,4
55958,16
64115,3
79673,12
79987,5
5670,2
6666,4
6988,3
9027,2
9375,10
10457,3
55714,5
58486,1
84206,14
114790,7
221079,2
54893,3
85313,9
51427,4
257397,21
4125,7
4245,4
10903,1
23355,4
56652,2
57134,1
79230,8
79586,10
81570,15
83744,3
119587,1
147664,1
100293516,1
65078,7
54471,8
197370,13
4101,9
23558,19
84948,3
10282,16
22844,2
84173,2
124149,1
4115,17
340542,5
4108,4
29902,2
79832,6
8644,7
29057,5
55619,4
83463,8
84767,4
130013,2
151112,3
162681,1
284486,2
7582,5
55296,4
56181,2
339345,3
4112,7
64792,3
222894,5
54466,3
81532,8
653781,3
84929,2
4126,1
4129,5
11069,9
4135,6
5301,1
259289,1
4143,6
155006,2
8785,5
7461,7
10608,7
55787,26
10178,2
80063,3
56246,9
25996,7
253714,20
54675,5
7739,3
10195,5
57217,3
57608,3
84620,3
116328,5
158067,10
4185,1
7142,12
7355,4
7481,5
7633,4
7695,7
7711,5
7773,6
8326,6
9674,2
9726,9
10954,7
23500,10
51298,2
55049,6
55224,3
57188,7
57474,21
64110,8
79870,3
84527,7
84775,3
90355,5
92129,6
126070,13
128977,6
130560,8
140947,1
145946,14
147660,7
148413,2
149950,7
152816,1
157773,5
163059,6
164312,1
164592,11
168417,4
200014,5
283551,4
284391,6
285205,4
389741,8
100131997,10
23539,3
55312,3
10103,2
5224,6
23464,7
23729,2
25963,4
83667,10
89122,7
90321,4
127254,1
143471,39
6025,1
11126,3
126133,8
55063,2
64131,2
4207,2
245806,3
158234,1
347688,11
117283,6
145165,1
9501,14
30845,6
5075,2
139793,2
8675,13
10554,4
11142,6
55273,4
55652,1
55857,6
57116,2
91156,2
153684,3
158219,2
164153,3
170384,4
170392,1
200132,1
203569,5
259240,1
283208,11
326343,4
342908,1
388389,5
440603,3
5741,7
6343,5
10871,3
5365,14
92369,7
4238,2
4240,3
4246,3
10648,1
4248,1
10647,2
153657,6
6320,4
7484,1
286436,1
7789,4
8302,7
91942,10
100287932,20
116113,16
9985,11
8612,6
8714,2
8857,2
23362,4
54859,7
55331,1
81617,5
115024,1
122786,24
127262,1
140838,6
84451,1
9120,3
5818,9
9369,6
9379,9
81607,8
4308,3
4880,4
23784,2
83787,2
83986,4
143879,2
653269,2
6695,4
7058,7
7079,2
222663,6
50859,4
4320,2
51090,4
7552,8
9875,13
9904,8
10412,14
25983,6
55035,9
79954,7
80135,4
400506,2
4337,1
27304,5
4340,2
131450,1
145264,2
10144,5
56339,14
140738,6
146712,3
729967,2
7378,9
51706,7
4359,4
10424,10
7021,15
4818,3
84376,15
4482,2
9407,1
5083,11
9355,5
51201,3
4493,1
4494,3
4495,3
4496,3
4499,2
4501,3
91966,1
4504,2
57149,1
54545,4
4535,2
4536,1
25974,2
10651,18
6614,3
55568,2
79623,3
63917,2
4586,1
4588,1
6779,4
10879,5
11272,2
64147,13
285489,4
166785,5
4600,6
56969,1
4685,4
25832,2
27253,6
51294,1
64847,4
253461,17
4885,2
5939,12
8484,1
8784,6
8913,2
9617,3
9758,3
9856,3
10005,6
10350,2
11211,2
11240,2
22898,7
22904,1
23101,3
23240,3
23262,9
23753,11
29881,1
30815,3
54807,2
55571,10
55771,2
57475,1
57512,3
57538,1
64864,3
80070,1
81569,12
84215,2
84226,1
84883,3
85442,2
85474,1
89876,3
90701,3
113220,1
113612,1
114826,2
117608,1
129293,2
139422,2
219285,2
221935,4
253959,8
286234,1
286256,1
339967,2
392617,3
402415,1
8527,11
197257,30
162073,1
8736,9
11216,10
92922,5
135228,4
140803,6
493829,7
196463,9
133957,5
120534,4
10083,15
4648,3
53841,2
8399,2
92086,1
10518,1
84281,10
168620,5
133015,3
9832,14
54902,15
90655,5
493911,1
4669,2
200539,3
4675,2
8355,2
8357,2
440093,14
4681,4
91433,2
7903,3
8128,2
51046,1
79727,9
7177,4
8288,3
9830,8
57648,6
64240,4
64499,4
81543,2
64412,5
23554,4
4696,4
4706,8
4708,3
57519,5
129446,6
131377,8
55744,9
245972,5
8635,8
51449,4
4891,6
6340,17
9166,7
9962,3
60482,3
91869,7
154810,15
221002,1
404093,9
7263,17
8331,11
23008,10
23113,14
25797,12
53339,14
89890,14
114781,7
150365,1
150678,12
114800,3
170482,1
347344,1
4917,2
4759,1
4761,2
63977,1
84210,1
6758,4
51282,20
55888,9
84076,1
80110,3
7923,3
23412,14
28991,10
29099,10
29943,3
51397,14
64332,4
84888,3
140893,1
149951,8
170622,12
201134,1
222643,3
284612,2
344657,1
374897,3
387885,1
28511,6
81930,16
283971,1
23383,8
23051,8
56655,12
205717,1
22986,4
4808,3
57125,2
4815,4
51368,5
389058,1
4829,1
285672,12
51477,8
54894,18
83638,7
80201,2
27327,33
154043,5
246175,18
5949,1
7109,17
27255,1
54567,2
55717,6
162394,6
4886,5
4887,5
8620,4
171558,5
4858,2
8820,7
158800,2
27031,8
55255,8
7827,7
55243,9
10361,5
56154,2
57524,3
4883,6
54877,2
23467,2
22837,3
4943,9
5150,1
5281,3
5283,5
5805,18
5973,3
6007,2
6443,7
6650,2
6785,3
6992,7
7390,5
7425,6
7485,2
7556,6
7559,2
7561,3
7569,1
7576,2
7581,6
7637,2
7782,1
7837,4
8226,1
8455,6
8509,1
8790,2
9117,3
9476,3
9489,4
9526,10
9538,5
9639,7
9684,10
9703,3
9710,5
9786,5
9823,6
9941,2
9990,8
10162,4
10311,5
10380,7
10585,3
10650,2
10739,1
10806,8
10897,13
10975,6
11000,3
11070,7
11079,13
11093,2
11138,6
11237,4
22796,11
23025,5
23042,17
23137,14
23169,2
23245,1
23250,3
23252,2
23275,4
23312,6
23333,3
23359,1
23423,7
23480,4
23505,7
23546,1
23587,9
23600,2
23619,2
25775,1
25800,6
25829,2
25858,1
25874,5
25896,14
25948,4
26005,9
26149,1
26160,7
26974,1
27019,3
27039,1
27175,10
27235,2
27244,6
27249,2
29942,2
29954,2
29980,3
30833,4
51000,2
51112,18
51149,2
51167,2
51174,3
51192,2
51209,3
51227,4
51276,2
51293,5
51299,1
51321,4
51333,1
51555,2
51604,8
51614,7
51805,2
54529,3
54664,3
54784,3
54799,10
54802,3
54896,1
54942,2
54943,4
54965,3
55017,3
55028,2
55032,2
55112,4
55137,2
55167,17
55175,5
55191,10
55222,3
55247,16
55248,2
55254,2
55260,1
55270,2
55277,1
55317,3
55374,2
55501,4
55508,2
55582,3
55614,5
55657,4
55665,4
55721,1
55727,3
55731,2
55741,3
55762,2
55764,4
55783,1
55800,2
55846,3
55897,1
55906,8
55954,4
55975,7
56267,11
56910,3
56928,2
56942,3
56948,3
57153,2
57186,2
57209,3
57226,3
57231,3
57336,3
57465,2
57469,1
57513,3
57547,4
57560,3
57589,2
57613,3
57659,9
57677,3
57713,1
57728,2
58485,8
60487,5
60685,3
63934,4
64080,4
64718,4
64743,4
64748,1
64779,6
64793,26
64801,2
65084,2
65094,4
65243,2
65977,2
66035,1
79018,1
79053,5
79087,3
79143,12
79144,2
79147,1
79369,3
79441,36
79573,3
79602,6
79713,4
79717,4
79731,2
79812,2
79819,1
79831,2
79906,2
79917,1
80004,7
80167,2
80195,1
80213,2
80313,1
80746,13
80853,1
81577,3
81614,2
81790,4
81853,11
81856,1
81932,3
83460,4
83480,1
83544,1
83549,5
83550,1
83693,3
84071,2
84217,1
84306,7
84498,8
84502,1
84503,1
84572,5
84645,2
84792,1
84804,1
84885,3
84895,1
84923,2
84925,1
84987,4
85014,1
85026,1
85315,1
85453,3
85455,2
85459,4
85460,3
89894,1
90196,2
90233,2
90506,1
90809,5
90826,2
90853,3
91664,3
91782,4
91978,12
92002,3
92014,2
92340,1
92806,3
92840,18
93081,2
112476,2
112703,1
112942,4
113177,1
113402,1
113829,1
114625,2
114880,4
115825,2
115939,4
116064,1
116068,3
116151,2
116254,2
116729,3
118672,2
119032,2
120103,1
122525,1
123207,1
123872,2
124222,1
124446,1
124491,2
124583,4
124808,5
126129,1
126382,8
126526,2
126792,3
126859,1
127435,1
128486,2
130355,2
132789,5
133022,1
135154,1
135932,2
136853,1
144321,2
144404,4
144717,3
145482,1
145567,3
145873,1
147807,2
147906,1
147948,1
147949,1
148304,1
148789,3
150290,2
150590,1
151050,2
151525,2
151903,5
152100,1
153396,1
153642,1
153830,2
154467,3
154743,1
154881,5
155066,2
157657,1
157695,1
157697,3
158055,3
158431,2
159013,2
160335,3
162963,3
162968,3
163255,2
164395,1
165082,2
167555,2
168451,4
169834,1
196074,4
196792,1
199745,6
199800,1
200844,1
200894,4
201232,2
201299,3
201456,6
203238,1
203259,9
203523,3
219670,2
220202,1
220929,1
221060,1
221143,1
221294,6
221955,3
252839,16
253430,3
254048,6
254050,1
254122,4
254956,1
256006,1
256126,1
256471,1
256949,1
257044,1
257062,2
257236,1
259230,3
259307,1
282679,2
283417,1
283464,6
283579,2
283848,1
283927,2
284131,4
284161,2
284339,1
284361,5
285148,2
285343,1
285368,2
285521,1
285555,1
285598,2
339263,1
339327,2
339344,3
339456,1
339487,5
339541,1
339804,2
342918,1
346157,6
347252,1
348262,4
348654,4
352954,3
353274,2
353322,2
374877,1
374879,5
374969,2
375757,3
387787,1
387990,1
388199,1
388407,7
388561,2
388569,3
388722,1
389541,12
389852,1
390205,1
399665,4
400566,2
401152,1
401720,1
402682,1
440270,1
440957,1
441381,1
441549,1
548645,1
552889,2
554251,1
641339,2
641649,1
643988,1
646019,1
646457,1
646851,1
646915,1
728294,4
728927,2
729991,2
100101467,1
100113407,1
100127889,1
100129583,1
100287898,3
100294715,2
100505741,1
100507050,1
100529251,2
100652775,1
51557,1
389421,7
374946,2
23620,1
340543,4
22994,20
4948,1
150368,2
6676,5
10198,26
27324,2
54839,19
60625,8
84318,24
132671,3
165055,30
285331,13
317762,23
343099,10
4974,2
146760,5
4975,2
79971,6
5368,1
4991,1
4994,4
5002,2
5005,4
5009,1
5010,2
83795,1
85293,3
353141,16
492303,1
127343,2
5023,1
5024,1
139212,6
5026,1
24145,7
5030,2
5031,4
5032,1
81502,15
57685,9
5545,1
11005,2
57829,1
91522,5
114815,2
57333,11
53916,15
5053,6
7380,3
65250,6
79844,1
147686,3
166863,2
266740,10
728461,1
284110,4
58488,3
5078,1
6658,2
30062,1
55745,3
81559,17
338917,3
51157,6
283234,2
7033,5
7748,3
7753,7
22982,2
57579,1
163081,4
5100,5
9654,2
54970,4
90799,13
152206,14
374618,7
7404,6
22944,6
55540,9
79767,9
219854,3
80856,1
27344,2
6447,6
151195,4
84930,13
5133,6
80380,1
146850,2
5143,5
5145,1
84316,4
414318,3
5153,2
10894,4
54663,19
56034,9
80328,2
90525,1
5158,1
80310,2
115201,10
127281,3
6565,2
6568,1
6579,4
6583,4
10158,4
65010,2
116085,2
142680,2
5179,1
374354,8
5188,1
5189,7
5193,4
10668,5
9409,4
10901,4
8320,1
9310,6
55020,3
56975,9
79953,2
5205,2
161291,3
27315,4
50617,2
54518,12
29070,5
65990,9
5232,1
5244,3
84992,3
84251,3
51263,7
5251,1
5255,7
54976,6
23305,4
10942,4
5273,1
5274,3
5276,4
5279,4
9506,3
79927,1
6610,2
8427,6
23541,3
7857,9
9509,2
29851,5
130540,6
11262,3
387856,9
51186,8
10654,10
6694,1
8547,3
78989,1
22925,2
126119,9
5322,1
5326,7
192683,10
5334,1
126626,6
8406,5
9903,7
55200,3
84643,2
54932,5
57048,9
81544,5
84536,3
80031,1
5362,8
57214,2
64218,8
9806,3
84539,1
92715,3
114904,4
283106,1
342096,1
440515,2
100526740,6
5373,4
29114,2
5375,1
84249,2
92797,7
10799,10
6120,4
5407,1
5409,2
6913,5
254102,10
6861,6
27297,16
145781,1
64838,1
644890,2
6580,2
6664,2
5463,1
221895,6
5617,3
55425,1
6422,9
9663,3
23228,3
23307,15
27328,1
50651,1
54207,2
54768,2
57709,1
57821,1
60672,8
80034,1
80316,1
81566,3
84240,2
84919,6
90673,1
92293,1
114783,2
114794,2
121256,2
124997,8
140831,1
145376,1
153743,2
222658,6
284352,5
338661,1
389207,1
648791,1
146909,5
8910,4
11041,3
26610,10
51315,1
119710,3
196740,1
222236,2
375759,1
387718,1
388135,1
5502,3
7439,4
57464,16
85369,23
92105,21
124923,3
100037417,5
11145,4
203069,2
729873,7
10231,2
404550,2
83447,3
389396,1
6543,5
6547,4
80271,1
56344,7
5542,1
9283,1
5554,1
5555,1
6557,3
79710,6
100861412,13
28999,10
115265,5
415117,5
6476,1
6854,12
9465,10
23432,2
50940,1
53905,3
54827,1
57192,3
79054,7
121278,2
126393,6
151242,1
158798,4
54813,3
8852,7
9481,1
23070,3
92745,5
10566,9
6248,3
54866,1
222183,1
653973,1
7299,4
84876,13
9235,5
57546,2
79933,1
84329,1
54577,1
79923,7
10149,2
6703,3
57733,2
27173,10
9317,3
84938,12
23108,5
8718,10
219402,3
7553,6
8224,4
56265,1
26061,8
26164,2
51237,1
51809,2
55061,1
79891,4
84315,8
89891,9
162966,2
113763,1
25946,3
440087,2
5620,4
8745,2
55843,8
138428,2
5623,1
64096,1
134510,8
5641,18
5651,2
5652,1
26020,3
5655,3
9620,2
9535,4
57799,7
83464,5
5669,2
5671,4
5673,2
5675,7
84301,8
5866,15
10385,4
84996,3
92070,1
92359,7
152756,1
170394,3
257000,2
283165,1
284276,2
284618,2
542767,1
94056,7
80774,2
641700,2
8814,6
340273,2
55225,1
50846,5
10609,5
84109,1
162699,3
11251,4
81573,3
5737,4
9536,6
55811,3
113091,3
8339,2
6866,11
10249,6
10406,1
54810,9
55186,2
79663,5
84141,3
5768,4
55686,3
8778,7
50624,1
50856,1
57292,2
80739,2
89858,3
114132,2
115352,5
151888,4
340205,4
83591,3
59339,4
80014,7
252995,1
7780,7
10225,1
50487,2
57128,2
5827,4
8800,2
11264,2
285676,5
8528,3
53346,1
347918,2
400720,2
57143,2
94122,6
57679,9
259173,2
414060,1
94120,4
84866,4
407738,1
27300,5
57514,2
79626,1
6037,1
6939,1
7634,2
8388,1
8677,6
55766,3
149708,7
200916,7
221981,3
80013,7
729475,1
55799,1
54851,2
5956,4
9162,3
7108,3
50805,2
126374,6
80025,9
5948,7
90187,5
10660,1
138311,3
57693,7
9227,4
6121,2
5995,2
6094,2
6539,3
22864,13
50674,2
51072,8
57642,3
58986,3
84069,10
84299,1
91252,3
160065,4
162972,1
199223,3
203197,1
254359,2
343472,1
387882,1
441362,4
5968,2
6035,4
8382,3
51303,2
57478,2
64320,12
79918,5
55181,6
55902,3
8934,7
51352,11
54551,5
254187,5
348110,3
11202,4
23555,3
6013,1
132625,6
404281,6
6019,2
6029,3
6036,2
6038,1
7544,3
11022,2
11174,1
27000,5
54865,9
80224,1
84450,3
139322,3
139562,6
388115,4
643904,1
55293,8
55238,1
220002,1
6051,4
8100,8
83666,6
63910,1
376497,2
55349,4
285381,4
124402,2
122830,4
50486,1
55638,6
55092,5
9808,2
80020,8
8437,4
56000,9
9583,2
58478,10
85294,10
730755,8
285025,3
84067,9
147495,1
8642,2
54805,3
56105,1
64881,1
79633,3
80381,2
92211,2
341640,1
374383,1
151056,1
84830,3
441521,4
170591,1
201255,5
6296,1
8703,4
11257,2
55199,4
130940,3
6540,1
9537,4
23518,3
29965,2
91752,2
92822,3
115572,5
128434,3
146433,1
165530,1
200931,1
253725,6
342667,3
389874,2
80332,4
6322,1
6330,1
6339,7
6341,2
10803,1
7976,5
9152,4
27284,4
128178,16
285141,4
441212,7
441519,4
100288797,11
54928,4
144195,2
89866,1
51439,5
50512,2
51705,2
81693,3
6405,7
80723,2
374393,3
653252,4
10440,10
9398,4
55751,2
645142,1
6649,2
6782,10
55194,1
57228,2
79089,4
79669,2
124220,7
134288,2
150771,4
203562,2
653808,5
10491,16
25975,2
57030,1
8681,1
54020,1
81888,4
84688,2
339201,1
84976,3
29103,2
51110,12
79932,4
151531,4
147372,5
10773,6
25987,1
113026,3
114805,3
119369,1
150726,2
157574,2
137529,1
6509,2
6511,2
6512,1
114902,4
6519,1
23428,3
9056,2
56301,1
6533,3
6542,2
54997,9
63928,5
6554,1
6555,1
6564,1
6567,2
54836,3
6573,3
6575,3
55634,11
280658,1
6819,9
51111,4
374355,11
7562,3
7700,3
7767,5
392509,4
8559,5
51118,3
55206,4
80209,2
84250,3
84437,3
84519,1
113746,1
148741,2
205860,2
285643,2
389524,1
728695,1
100169851,1
6756,4
29091,4
6618,4
9836,4
441323,1
57692,6
346562,3
127687,1
84326,1
55747,6
58499,5
100129885,2
51450,1
25871,5
730441,1
221409,3
140767,2
10400,1
27092,1
64101,6
92126,1
6702,1
6704,4
6706,2
121274,2
57127,3
8538,2
159296,3
10407,1
27065,4
55311,2
57721,6
64118,3
83551,1
84648,2
84874,1
123970,3
150681,1
164781,2
388403,2
399669,3
441525,1
7746,6
27115,1
28978,4
51077,1
55283,2
79698,3
93517,2
116832,2
140689,2
149461,2
150353,1
219982,1
221091,1
221188,1
6746,3
7757,2
28396,1
6750,6
84807,4
140880,1
168544,3
359710,1
6822,8
55753,3
79807,8
374899,6
7363,1
169270,1
55628,7
58503,1
55760,3
146434,2
93663,3
57689,7
55773,11
92335,2
6799,2
29015,4
9751,1
8447,3
8448,4
6815,2
23660,6
25821,4
54758,6
55106,2
65251,3
84066,5
115948,7
126295,6
152273,2
203076,4
340419,9
348807,3
