附子,甘草,柴胡,猪苓,没药,山茱萸,枸杞子,仙茅,皂荚子,三七,南瓜子,1.476342572
紫草,甘草,猪苓,柴胡,仙茅,南瓜子,皂荚子,夏枯草,芥子,橘核,楮实子,1.7669539739999998
大青叶,甘草,柴胡,猪苓,没药,山茱萸,枸杞子,仙茅,皂荚子,三七,冬瓜皮,1.3958508520000001
鸡骨草,甘草,猪苓,冬瓜皮,没药,桑白皮,橘核,淫羊藿,乳香,枳实,南瓜子,1.583641444
陈皮,甘草,猪苓,柴胡,没药,南瓜子,橘核,夏枯草,淫羊藿,芥子,枳实,1.406182874
苦楝子,甘草,猪苓,柴胡,仙茅,南瓜子,橘核,夏枯草,皂荚子,楮实子,芥子,1.8071222150000001
芫荽,甘草,猪苓,柴胡,没药,南瓜子,山茱萸,枸杞子,仙茅,橘核,皂荚子,1.4102661090000004
荠菜,甘草,柴胡,没药,猪苓,山茱萸,枸杞子,仙茅,皂荚子,三七,南瓜子,1.456608806
水红花子,甘草,猪苓,柴胡,没药,山茱萸,枸杞子,仙茅,皂荚子,三七,南瓜子,1.448520339
金钱草,甘草,猪苓,柴胡,没药,山茱萸,枸杞子,仙茅,皂荚子,三七,南瓜子,1.431029625
生姜,甘草,猪苓,没药,仙茅,南瓜子,冬瓜皮,橘核,夏枯草,淫羊藿,芥子,1.745981132
南蛇藤果,甘草,猪苓,柴胡,南瓜子,夏枯草,仙茅,橘核,芥子,皂角刺,香加皮,1.393831893
金荞麦,甘草,柴胡,猪苓,没药,山茱萸,枸杞子,仙茅,皂荚子,三七,南瓜子,1.4863416230000002
玉竹,甘草,猪苓,柴胡,延胡索,冬瓜皮,橘核,夏枯草,南瓜子,皂角刺,淫羊藿,1.608235821
夏枯草,甘草,柴胡,猪苓,没药,山茱萸,枸杞子,仙茅,皂荚子,三七,南瓜子,1.445403029
芫花,甘草,猪苓,柴胡,没药,山茱萸,枸杞子,仙茅,皂荚子,三七,南瓜子,1.432147784
佩兰,甘草,柴胡,猪苓,没药,山茱萸,枸杞子,仙茅,皂荚子,三七,南瓜子,1.473228247
芥子,甘草,柴胡,猪苓,没药,山茱萸,枸杞子,仙茅,皂荚子,三七,南瓜子,1.483782086
青叶胆,甘草,没药,猪苓,仙茅,冬瓜皮,橘核,夏枯草,淫羊藿,枳实,木鳖子,1.5527804170000001
枸骨叶,甘草,猪苓,柴胡,南瓜子,夏枯草,没药,橘核,皂角刺,余甘子,芥子,1.404150062
川贝母,甘草,猪苓,柴胡,延胡索,冬瓜皮,橘核,夏枯草,南瓜子,皂角刺,香加皮,1.547304423
北豆根,甘草,通草,北五味子,海风藤,大蒜,大腹皮,冬瓜皮,罂粟壳,马尾莲,防风,2.226580648
胡黄连,甘草,柴胡,猪苓,没药,山茱萸,枸杞子,仙茅,皂荚子,三七,南瓜子,1.495453873
白头翁,甘草,猪苓,没药,冬瓜皮,桑白皮,橘核,淫羊藿,枳实,乳香,南瓜子,1.493917401
玳玳花,甘草,没药,猪苓,山茱萸,枸杞子,仙茅,皂荚子,三七,冬瓜皮,钩藤,1.4196447810000001
牡荆叶,甘草,没药,猪苓,山茱萸,枸杞子,仙茅,皂荚子,三七,冬瓜皮,钩藤,1.445318517
马鞭草,甘草,柴胡,猪苓,没药,山茱萸,枸杞子,仙茅,皂荚子,三七,南瓜子,1.455559341
防己,甘草,猪苓,没药,山茱萸,枸杞子,仙茅,皂荚子,三七,南瓜子,冬瓜皮,1.386703142
甘松,甘草,猪苓,柴胡,南瓜子,枸杞子,仙茅,橘核,皂荚子,夏枯草,芥子,1.375058683
